is_detected,max_distance
False,-1.0
False,-1.0
True,15.27416534544523
True,58.89253268454329
True,58.898801812940135
False,-1.0
False,-1.0
True,14.385413480327912
True,58.57784901308685
True,58.766108948951185
True,58.57895211592641
True,58.57647852167285
True,15.053746975421102
True,11.967450563925468
True,6.859618648292337
True,10.255405355226092
True,18.333248430106433
False,-1.0
True,23.222769494614546
True,24.652731978423812
True,22.90379490390184
True,34.96179354667034
True,35.19732857760657
True,34.98839656228905
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,5.137113294448547
False,-1.0
True,9.239916720403924
True,5.456975719205648
True,6.533488042385936
True,11.736236236545343
True,15.552480991790345
True,40.59339424093531
True,18.216349085368343
True,27.28106671301546
True,32.72046758528979
True,32.716129003902644
False,-1.0
True,32.708937815221084
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,4.73251476490037
False,-1.0
False,-1.0
False,-1.0
True,34.16095007461005
True,10.969908203809183
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,25.167226505914392
False,-1.0
True,19.820667849494882
True,30.63800285593041
True,30.64044487274948
True,30.642671440329742
True,30.644423522070046
True,30.64736251294718
False,-1.0
False,-1.0
True,34.26523471391959
False,-1.0
False,-1.0
True,8.497909389961746
True,13.51961523121128
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,50.94741420327434
False,-1.0
True,53.55620574686
False,-1.0
True,27.27334453271179
True,25.106786871282434
False,-1.0
False,-1.0
True,19.2463666181438
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,5.400003518517372
True,5.5384761442115105
True,5.540510987264622
True,5.597137750672213
False,-1.0
False,-1.0
True,2.9264058160139035
False,-1.0
True,6.180815075699968
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,4.8659980476773725
True,4.865747116322425
True,9.609879083526494
True,4.269068282424164
False,-1.0
True,56.84144490598387
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,21.66047388678281
False,-1.0
True,19.378297706455022
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,20.01340275915118
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
True,10.15092468694355
False,-1.0
False,-1.0
True,4.518460578559915
False,-1.0
False,-1.0
False,-1.0
True,35.599682077232096
True,31.591986119900724
True,19.705114640620593
True,28.969065949733345
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
False,-1.0
