per_confi,pred_confi,reward
0.85,0.45,-1
0.85,0.45,1.0
0.85,0.45,0.999
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.6082700510211774,1.0,1.0
0.7693059332999092,0.45,0.411
0.85,0.45,-1
0.8989186489651898,0.19992274389146764,-1
0.85,0.45,0.373
0.7025502840170414,0.217785383338393,-1
0.7025502840170414,0.217785383338393,-1
0.6142098103851223,0.07253289905627454,-1
0.8045678589222781,0.45,0.412
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.6693583346079195,0.45,1.0
0.85,0.45,1.0
0.85,0.45,1.0
0.85,0.45,-1
0.85,0.45,0.999
0.85,0.45,-1
0.85,0.45,0.999
0.9115259259157639,0.45,0.999
0.8387998514394628,0.45,-1
0.8398896600532001,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,1.0
0.9908506265886856,0.45,-1
0.9194507165345567,0.45,-1
0.9901141337126967,0.45,-1
0.9823685892775648,0.45,-1
0.9850693840017255,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.8235212059751605,0.12609650953880402,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,-1
0.85,0.45,1.0
